Setup,Nodes,Deg,Rep,Z_Size,Requested_CITs,Performed_CITs,Bypassed_CITs
SetupA_Nodes,10,3,17,8,0,0,0
SetupA_Nodes,10,3,18,0,90,46,44
SetupA_Nodes,10,3,18,1,397,178,219
SetupA_Nodes,10,3,18,2,431,275,156
SetupA_Nodes,10,3,18,3,83,73,10
SetupA_Nodes,10,3,18,4,10,10,0
SetupA_Nodes,10,3,18,5,0,0,0
SetupA_Nodes,10,3,18,6,0,0,0
SetupA_Nodes,10,3,18,7,0,0,0
SetupA_Nodes,10,3,18,8,0,0,0
SetupA_Nodes,10,3,19,0,90,46,44
SetupA_Nodes,10,3,19,1,634,317,317
SetupA_Nodes,10,3,19,2,631,449,182
SetupA_Nodes,10,3,19,3,109,102,7
SetupA_Nodes,10,3,19,4,5,5,0
SetupA_Nodes,10,3,19,5,0,0,0
SetupA_Nodes,10,3,19,6,0,0,0
SetupA_Nodes,10,3,19,7,0,0,0
SetupA_Nodes,10,3,19,8,0,0,0
SetupA_Nodes,10,3,20,0,90,46,44
SetupA_Nodes,10,3,20,1,475,212,263
SetupA_Nodes,10,3,20,2,392,265,127
SetupA_Nodes,10,3,20,3,160,155,5
SetupA_Nodes,10,3,20,4,110,110,0
SetupA_Nodes,10,3,20,5,42,42,0
SetupA_Nodes,10,3,20,6,7,7,0
SetupA_Nodes,10,3,20,7,0,0,0
SetupA_Nodes,10,3,20,8,0,0,0
SetupA_Nodes,10,3,21,0,90,46,44
SetupA_Nodes,10,3,21,1,443,194,249
SetupA_Nodes,10,3,21,2,455,314,141
SetupA_Nodes,10,3,21,3,52,51,1
SetupA_Nodes,10,3,21,4,10,10,0
SetupA_Nodes,10,3,21,5,0,0,0
SetupA_Nodes,10,3,21,6,0,0,0
SetupA_Nodes,10,3,21,7,0,0,0
SetupA_Nodes,10,3,21,8,0,0,0
SetupA_Nodes,10,3,22,0,90,46,44
SetupA_Nodes,10,3,22,1,397,164,233
SetupA_Nodes,10,3,22,2,622,373,249
SetupA_Nodes,10,3,22,3,63,54,9
SetupA_Nodes,10,3,22,4,5,5,0
SetupA_Nodes,10,3,22,5,0,0,0
SetupA_Nodes,10,3,22,6,0,0,0
SetupA_Nodes,10,3,22,7,0,0,0
SetupA_Nodes,10,3,22,8,0,0,0
SetupA_Nodes,10,3,23,0,90,46,44
SetupA_Nodes,10,3,23,1,382,171,211
SetupA_Nodes,10,3,23,2,497,276,221
SetupA_Nodes,10,3,23,3,32,32,0
SetupA_Nodes,10,3,23,4,5,5,0
SetupA_Nodes,10,3,23,5,0,0,0
SetupA_Nodes,10,3,23,6,0,0,0
SetupA_Nodes,10,3,23,7,0,0,0
SetupA_Nodes,10,3,23,8,0,0,0
SetupA_Nodes,10,3,24,0,90,46,44
SetupA_Nodes,10,3,24,1,224,78,146
SetupA_Nodes,10,3,24,2,210,108,102
SetupA_Nodes,10,3,24,3,92,52,40
SetupA_Nodes,10,3,24,4,0,0,0
SetupA_Nodes,10,3,24,5,0,0,0
SetupA_Nodes,10,3,24,6,0,0,0
SetupA_Nodes,10,3,24,7,0,0,0
SetupA_Nodes,10,3,24,8,0,0,0
SetupA_Nodes,10,3,25,0,90,46,44
SetupA_Nodes,10,3,25,1,423,183,240
SetupA_Nodes,10,3,25,2,380,231,149
SetupA_Nodes,10,3,25,3,62,50,12
SetupA_Nodes,10,3,25,4,0,0,0
SetupA_Nodes,10,3,25,5,0,0,0
SetupA_Nodes,10,3,25,6,0,0,0
SetupA_Nodes,10,3,25,7,0,0,0
SetupA_Nodes,10,3,25,8,0,0,0
SetupA_Nodes,10,3,26,0,90,46,44
SetupA_Nodes,10,3,26,1,436,192,244
SetupA_Nodes,10,3,26,2,480,290,190
SetupA_Nodes,10,3,26,3,215,188,27
SetupA_Nodes,10,3,26,4,35,35,0
SetupA_Nodes,10,3,26,5,6,6,0
SetupA_Nodes,10,3,26,6,0,0,0
SetupA_Nodes,10,3,26,7,0,0,0
SetupA_Nodes,10,3,26,8,0,0,0
SetupA_Nodes,10,3,27,0,90,46,44
SetupA_Nodes,10,3,27,1,330,126,204
SetupA_Nodes,10,3,27,2,282,177,105
SetupA_Nodes,10,3,27,3,128,90,38
SetupA_Nodes,10,3,27,4,60,42,18
SetupA_Nodes,10,3,27,5,12,7,5
SetupA_Nodes,10,3,27,6,0,0,0
SetupA_Nodes,10,3,27,7,0,0,0
SetupA_Nodes,10,3,27,8,0,0,0
SetupA_Nodes,10,3,28,0,90,46,44
SetupA_Nodes,10,3,28,1,348,153,195
SetupA_Nodes,10,3,28,2,377,236,141
SetupA_Nodes,10,3,28,3,183,144,39
SetupA_Nodes,10,3,28,4,38,22,16
SetupA_Nodes,10,3,28,5,0,0,0
SetupA_Nodes,10,3,28,6,0,0,0
SetupA_Nodes,10,3,28,7,0,0,0
SetupA_Nodes,10,3,28,8,0,0,0
SetupA_Nodes,10,3,29,0,90,46,44
SetupA_Nodes,10,3,29,1,512,245,267
SetupA_Nodes,10,3,29,2,397,264,133
SetupA_Nodes,10,3,29,3,98,86,12
SetupA_Nodes,10,3,29,4,30,30,0
SetupA_Nodes,10,3,29,5,6,6,0
SetupA_Nodes,10,3,29,6,0,0,0
SetupA_Nodes,10,3,29,7,0,0,0
SetupA_Nodes,10,3,29,8,0,0,0
SetupA_Nodes,20,3,0,0,380,191,189
SetupA_Nodes,20,3,0,1,2430,1015,1415
SetupA_Nodes,20,3,0,2,2849,2011,838
SetupA_Nodes,20,3,0,3,77,64,13
SetupA_Nodes,20,3,0,4,10,10,0
SetupA_Nodes,20,3,0,5,0,0,0
SetupA_Nodes,20,3,0,6,0,0,0
SetupA_Nodes,20,3,0,7,0,0,0
SetupA_Nodes,20,3,0,8,0,0,0
SetupA_Nodes,20,3,0,9,0,0,0
SetupA_Nodes,20,3,0,10,0,0,0
SetupA_Nodes,20,3,0,11,0,0,0
SetupA_Nodes,20,3,0,12,0,0,0
SetupA_Nodes,20,3,0,13,0,0,0
SetupA_Nodes,20,3,0,14,0,0,0
SetupA_Nodes,20,3,0,15,0,0,0
SetupA_Nodes,20,3,0,16,0,0,0
SetupA_Nodes,20,3,0,17,0,0,0
SetupA_Nodes,20,3,0,18,0,0,0
SetupA_Nodes,20,3,1,0,380,191,189
SetupA_Nodes,20,3,1,1,2786,1150,1636
SetupA_Nodes,20,3,1,2,4839,3076,1763
SetupA_Nodes,20,3,1,3,409,393,16
SetupA_Nodes,20,3,1,4,110,110,0
SetupA_Nodes,20,3,1,5,42,42,0
SetupA_Nodes,20,3,1,6,7,7,0
SetupA_Nodes,20,3,1,7,0,0,0
SetupA_Nodes,20,3,1,8,0,0,0
SetupA_Nodes,20,3,1,9,0,0,0
SetupA_Nodes,20,3,1,10,0,0,0
SetupA_Nodes,20,3,1,11,0,0,0
SetupA_Nodes,20,3,1,12,0,0,0
SetupA_Nodes,20,3,1,13,0,0,0
SetupA_Nodes,20,3,1,14,0,0,0
SetupA_Nodes,20,3,1,15,0,0,0
SetupA_Nodes,20,3,1,16,0,0,0
SetupA_Nodes,20,3,1,17,0,0,0
SetupA_Nodes,20,3,1,18,0,0,0
SetupA_Nodes,20,3,2,0,380,191,189
SetupA_Nodes,20,3,2,1,1584,590,994
SetupA_Nodes,20,3,2,2,2327,1249,1078
SetupA_Nodes,20,3,2,3,596,433,163
SetupA_Nodes,20,3,2,4,90,79,11
SetupA_Nodes,20,3,2,5,6,6,0
SetupA_Nodes,20,3,2,6,0,0,0
SetupA_Nodes,20,3,2,7,0,0,0
SetupA_Nodes,20,3,2,8,0,0,0
SetupA_Nodes,20,3,2,9,0,0,0
SetupA_Nodes,20,3,2,10,0,0,0
SetupA_Nodes,20,3,2,11,0,0,0
SetupA_Nodes,20,3,2,12,0,0,0
SetupA_Nodes,20,3,2,13,0,0,0
SetupA_Nodes,20,3,2,14,0,0,0
SetupA_Nodes,20,3,2,15,0,0,0
SetupA_Nodes,20,3,2,16,0,0,0
SetupA_Nodes,20,3,2,17,0,0,0
SetupA_Nodes,20,3,2,18,0,0,0
SetupA_Nodes,20,3,3,0,380,191,189
SetupA_Nodes,20,3,3,1,2681,1150,1531
SetupA_Nodes,20,3,3,2,4811,3019,1792
SetupA_Nodes,20,3,3,3,2228,1667,561
SetupA_Nodes,20,3,3,4,115,111,4
SetupA_Nodes,20,3,3,5,42,42,0
SetupA_Nodes,20,3,3,6,7,7,0
SetupA_Nodes,20,3,3,7,0,0,0
SetupA_Nodes,20,3,3,8,0,0,0
SetupA_Nodes,20,3,3,9,0,0,0
SetupA_Nodes,20,3,3,10,0,0,0
SetupA_Nodes,20,3,3,11,0,0,0
SetupA_Nodes,20,3,3,12,0,0,0
SetupA_Nodes,20,3,3,13,0,0,0
SetupA_Nodes,20,3,3,14,0,0,0
SetupA_Nodes,20,3,3,15,0,0,0
SetupA_Nodes,20,3,3,16,0,0,0
SetupA_Nodes,20,3,3,17,0,0,0
SetupA_Nodes,20,3,3,18,0,0,0
SetupA_Nodes,20,3,4,0,380,191,189
SetupA_Nodes,20,3,4,1,2728,1155,1573
SetupA_Nodes,20,3,4,2,3998,2720,1278
SetupA_Nodes,20,3,4,3,678,579,99
SetupA_Nodes,20,3,4,4,100,80,20
SetupA_Nodes,20,3,4,5,12,12,0
SetupA_Nodes,20,3,4,6,0,0,0
SetupA_Nodes,20,3,4,7,0,0,0
SetupA_Nodes,20,3,4,8,0,0,0
SetupA_Nodes,20,3,4,9,0,0,0
SetupA_Nodes,20,3,4,10,0,0,0
SetupA_Nodes,20,3,4,11,0,0,0
SetupA_Nodes,20,3,4,12,0,0,0
SetupA_Nodes,20,3,4,13,0,0,0
SetupA_Nodes,20,3,4,14,0,0,0
SetupA_Nodes,20,3,4,15,0,0,0
SetupA_Nodes,20,3,4,16,0,0,0
SetupA_Nodes,20,3,4,17,0,0,0
SetupA_Nodes,20,3,4,18,0,0,0
SetupA_Nodes,20,3,5,0,380,191,189
SetupA_Nodes,20,3,5,1,2582,1134,1448
SetupA_Nodes,20,3,5,2,4132,2626,1506
SetupA_Nodes,20,3,5,3,982,774,208
SetupA_Nodes,20,3,5,4,45,45,0
SetupA_Nodes,20,3,5,5,6,6,0
SetupA_Nodes,20,3,5,6,0,0,0
SetupA_Nodes,20,3,5,7,0,0,0
SetupA_Nodes,20,3,5,8,0,0,0
SetupA_Nodes,20,3,5,9,0,0,0
SetupA_Nodes,20,3,5,10,0,0,0
SetupA_Nodes,20,3,5,11,0,0,0
SetupA_Nodes,20,3,5,12,0,0,0
SetupA_Nodes,20,3,5,13,0,0,0
SetupA_Nodes,20,3,5,14,0,0,0
SetupA_Nodes,20,3,5,15,0,0,0
SetupA_Nodes,20,3,5,16,0,0,0
SetupA_Nodes,20,3,5,17,0,0,0
SetupA_Nodes,20,3,5,18,0,0,0
SetupA_Nodes,20,3,6,0,380,191,189
SetupA_Nodes,20,3,6,1,2572,1131,1441
SetupA_Nodes,20,3,6,2,3199,1948,1251
SetupA_Nodes,20,3,6,3,2182,1460,722
SetupA_Nodes,20,3,6,4,744,490,254
SetupA_Nodes,20,3,6,5,60,24,36
SetupA_Nodes,20,3,6,6,0,0,0
SetupA_Nodes,20,3,6,7,0,0,0
SetupA_Nodes,20,3,6,8,0,0,0
SetupA_Nodes,20,3,6,9,0,0,0
SetupA_Nodes,20,3,6,10,0,0,0
SetupA_Nodes,20,3,6,11,0,0,0
SetupA_Nodes,20,3,6,12,0,0,0
SetupA_Nodes,20,3,6,13,0,0,0
SetupA_Nodes,20,3,6,14,0,0,0
SetupA_Nodes,20,3,6,15,0,0,0
SetupA_Nodes,20,3,6,16,0,0,0
SetupA_Nodes,20,3,6,17,0,0,0
SetupA_Nodes,20,3,6,18,0,0,0
SetupA_Nodes,20,3,7,0,380,191,189
SetupA_Nodes,20,3,7,1,1372,425,947
SetupA_Nodes,20,3,7,2,2173,1075,1098
SetupA_Nodes,20,3,7,3,545,444,101
SetupA_Nodes,20,3,7,4,15,15,0
SetupA_Nodes,20,3,7,5,0,0,0
SetupA_Nodes,20,3,7,6,0,0,0
SetupA_Nodes,20,3,7,7,0,0,0
SetupA_Nodes,20,3,7,8,0,0,0
SetupA_Nodes,20,3,7,9,0,0,0
SetupA_Nodes,20,3,7,10,0,0,0
SetupA_Nodes,20,3,7,11,0,0,0
SetupA_Nodes,20,3,7,12,0,0,0
SetupA_Nodes,20,3,7,13,0,0,0
SetupA_Nodes,20,3,7,14,0,0,0
SetupA_Nodes,20,3,7,15,0,0,0
SetupA_Nodes,20,3,7,16,0,0,0
SetupA_Nodes,20,3,7,17,0,0,0
SetupA_Nodes,20,3,7,18,0,0,0
SetupA_Nodes,20,3,8,0,380,191,189
SetupA_Nodes,20,3,8,1,2992,1362,1630
SetupA_Nodes,20,3,8,2,5323,3377,1946
SetupA_Nodes,20,3,8,3,272,233,39
SetupA_Nodes,20,3,8,4,144,122,22
SetupA_Nodes,20,3,8,5,6,6,0
SetupA_Nodes,20,3,8,6,0,0,0
SetupA_Nodes,20,3,8,7,0,0,0
SetupA_Nodes,20,3,8,8,0,0,0
SetupA_Nodes,20,3,8,9,0,0,0
SetupA_Nodes,20,3,8,10,0,0,0
SetupA_Nodes,20,3,8,11,0,0,0
SetupA_Nodes,20,3,8,12,0,0,0
SetupA_Nodes,20,3,8,13,0,0,0
SetupA_Nodes,20,3,8,14,0,0,0
SetupA_Nodes,20,3,8,15,0,0,0
SetupA_Nodes,20,3,8,16,0,0,0
SetupA_Nodes,20,3,8,17,0,0,0
SetupA_Nodes,20,3,8,18,0,0,0
SetupA_Nodes,20,3,9,0,380,191,189
SetupA_Nodes,20,3,9,1,1633,594,1039
SetupA_Nodes,20,3,9,2,2270,1132,1138
SetupA_Nodes,20,3,9,3,972,603,369
SetupA_Nodes,20,3,9,4,634,296,338
SetupA_Nodes,20,3,9,5,37,2,35
SetupA_Nodes,20,3,9,6,0,0,0
SetupA_Nodes,20,3,9,7,0,0,0
SetupA_Nodes,20,3,9,8,0,0,0
SetupA_Nodes,20,3,9,9,0,0,0
SetupA_Nodes,20,3,9,10,0,0,0
SetupA_Nodes,20,3,9,11,0,0,0
SetupA_Nodes,20,3,9,12,0,0,0
SetupA_Nodes,20,3,9,13,0,0,0
SetupA_Nodes,20,3,9,14,0,0,0
SetupA_Nodes,20,3,9,15,0,0,0
SetupA_Nodes,20,3,9,16,0,0,0
SetupA_Nodes,20,3,9,17,0,0,0
SetupA_Nodes,20,3,9,18,0,0,0
SetupA_Nodes,20,3,10,0,380,191,189
SetupA_Nodes,20,3,10,1,2609,1147,1462
SetupA_Nodes,20,3,10,2,6141,3651,2490
SetupA_Nodes,20,3,10,3,2275,1443,832
SetupA_Nodes,20,3,10,4,573,311,262
SetupA_Nodes,20,3,10,5,12,12,0
SetupA_Nodes,20,3,10,6,0,0,0
SetupA_Nodes,20,3,10,7,0,0,0
SetupA_Nodes,20,3,10,8,0,0,0
SetupA_Nodes,20,3,10,9,0,0,0
SetupA_Nodes,20,3,10,10,0,0,0
SetupA_Nodes,20,3,10,11,0,0,0
SetupA_Nodes,20,3,10,12,0,0,0
SetupA_Nodes,20,3,10,13,0,0,0
SetupA_Nodes,20,3,10,14,0,0,0
SetupA_Nodes,20,3,10,15,0,0,0
SetupA_Nodes,20,3,10,16,0,0,0
SetupA_Nodes,20,3,10,17,0,0,0
SetupA_Nodes,20,3,10,18,0,0,0
SetupA_Nodes,20,3,11,0,380,191,189
SetupA_Nodes,20,3,11,1,1936,755,1181
SetupA_Nodes,20,3,11,2,3668,2227,1441
SetupA_Nodes,20,3,11,3,2918,2177,741
SetupA_Nodes,20,3,11,4,318,299,19
SetupA_Nodes,20,3,11,5,12,8,4
SetupA_Nodes,20,3,11,6,0,0,0
SetupA_Nodes,20,3,11,7,0,0,0
SetupA_Nodes,20,3,11,8,0,0,0
SetupA_Nodes,20,3,11,9,0,0,0
SetupA_Nodes,20,3,11,10,0,0,0
SetupA_Nodes,20,3,11,11,0,0,0
SetupA_Nodes,20,3,11,12,0,0,0
SetupA_Nodes,20,3,11,13,0,0,0
SetupA_Nodes,20,3,11,14,0,0,0
SetupA_Nodes,20,3,11,15,0,0,0
SetupA_Nodes,20,3,11,16,0,0,0
SetupA_Nodes,20,3,11,17,0,0,0
SetupA_Nodes,20,3,11,18,0,0,0
SetupA_Nodes,20,3,12,0,380,191,189
SetupA_Nodes,20,3,12,1,2351,969,1382
SetupA_Nodes,20,3,12,2,5619,3076,2543
SetupA_Nodes,20,3,12,3,3922,3293,629
SetupA_Nodes,20,3,12,4,50,50,0
SetupA_Nodes,20,3,12,5,6,6,0
SetupA_Nodes,20,3,12,6,0,0,0
SetupA_Nodes,20,3,12,7,0,0,0
SetupA_Nodes,20,3,12,8,0,0,0
SetupA_Nodes,20,3,12,9,0,0,0
SetupA_Nodes,20,3,12,10,0,0,0
SetupA_Nodes,20,3,12,11,0,0,0
SetupA_Nodes,20,3,12,12,0,0,0
SetupA_Nodes,20,3,12,13,0,0,0
SetupA_Nodes,20,3,12,14,0,0,0
SetupA_Nodes,20,3,12,15,0,0,0
SetupA_Nodes,20,3,12,16,0,0,0
SetupA_Nodes,20,3,12,17,0,0,0
SetupA_Nodes,20,3,12,18,0,0,0
SetupA_Nodes,20,3,13,0,380,191,189
SetupA_Nodes,20,3,13,1,2404,1066,1338
SetupA_Nodes,20,3,13,2,4488,2734,1754
SetupA_Nodes,20,3,13,3,1180,921,259
SetupA_Nodes,20,3,13,4,162,136,26
SetupA_Nodes,20,3,13,5,6,6,0
SetupA_Nodes,20,3,13,6,0,0,0
SetupA_Nodes,20,3,13,7,0,0,0
SetupA_Nodes,20,3,13,8,0,0,0
SetupA_Nodes,20,3,13,9,0,0,0
SetupA_Nodes,20,3,13,10,0,0,0
SetupA_Nodes,20,3,13,11,0,0,0
SetupA_Nodes,20,3,13,12,0,0,0
SetupA_Nodes,20,3,13,13,0,0,0
SetupA_Nodes,20,3,13,14,0,0,0
SetupA_Nodes,20,3,13,15,0,0,0
SetupA_Nodes,20,3,13,16,0,0,0
SetupA_Nodes,20,3,13,17,0,0,0
SetupA_Nodes,20,3,13,18,0,0,0
SetupA_Nodes,20,3,14,0,380,191,189
SetupA_Nodes,20,3,14,1,2024,752,1272
SetupA_Nodes,20,3,14,2,4345,2653,1692
SetupA_Nodes,20,3,14,3,944,594,350
SetupA_Nodes,20,3,14,4,570,496,74
SetupA_Nodes,20,3,14,5,6,6,0
SetupA_Nodes,20,3,14,6,0,0,0
SetupA_Nodes,20,3,14,7,0,0,0
SetupA_Nodes,20,3,14,8,0,0,0
SetupA_Nodes,20,3,14,9,0,0,0
SetupA_Nodes,20,3,14,10,0,0,0
SetupA_Nodes,20,3,14,11,0,0,0
SetupA_Nodes,20,3,14,12,0,0,0
SetupA_Nodes,20,3,14,13,0,0,0
SetupA_Nodes,20,3,14,14,0,0,0
SetupA_Nodes,20,3,14,15,0,0,0
SetupA_Nodes,20,3,14,16,0,0,0
SetupA_Nodes,20,3,14,17,0,0,0
SetupA_Nodes,20,3,14,18,0,0,0
SetupA_Nodes,20,3,15,0,380,191,189
SetupA_Nodes,20,3,15,1,1706,663,1043
SetupA_Nodes,20,3,15,2,4119,2100,2019
SetupA_Nodes,20,3,15,3,1803,854,949
SetupA_Nodes,20,3,15,4,40,30,10
SetupA_Nodes,20,3,15,5,6,6,0
SetupA_Nodes,20,3,15,6,0,0,0
SetupA_Nodes,20,3,15,7,0,0,0
SetupA_Nodes,20,3,15,8,0,0,0
SetupA_Nodes,20,3,15,9,0,0,0
SetupA_Nodes,20,3,15,10,0,0,0
SetupA_Nodes,20,3,15,11,0,0,0
SetupA_Nodes,20,3,15,12,0,0,0
SetupA_Nodes,20,3,15,13,0,0,0
SetupA_Nodes,20,3,15,14,0,0,0
SetupA_Nodes,20,3,15,15,0,0,0
SetupA_Nodes,20,3,15,16,0,0,0
SetupA_Nodes,20,3,15,17,0,0,0
SetupA_Nodes,20,3,15,18,0,0,0
SetupA_Nodes,20,3,16,0,380,191,189
